0.0,-0.0,0.0,0.0,0.0,0.0,62.0,85.0,0.0,20.0,3.0,7.0,1.0,211.0,-0.0,0.0,1.0,2.0,0.0,0.0,7.0,-0.0,6.0,-0.0,0.0,-27.0,2.0,-3.0,100.0,90.0,0.0,4.0,14.0,15.0,-2.0,-0.0,-3.0,20.0,0.0,-1.0,0.0,0.0,-1.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,2.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.0,0.0,-0.0,8.0,-0.0,0.0,2.0,4.0,-1.0,2.0,-0.0,0.0,3.0,1.0,4.0,14.0,50.0,64.0,-2.0,4.0,0.0,-2.0,-2.0,0.0,0.0,-1.0,2.0,0.0,1.0,1.0,-2.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-1.0,-0.0,0.0,-0.0,-0.0,-4.0,0.0,-2.0,3.0,-1.0,9.0,-0.0,1.0,0.0,0.0,0.0,0.0,-0.0,2.0,0.0,0.0,4.0,4.0,10.0,93.0,-9.0,0.0,0.0,-4.0,1.0,0.0,0.0,-0.0
0.0,-0.0,0.0,-0.0,-0.0,-2.0,105.0,24.0,0.0,-27.0,-4.0,-7.0,-24.0,13.0,0.0,-3.0,70.0,39.0,30.0,-0.0,-233.0,-0.0,563.0,3.0,-2.0,428.0,518.0,40.0,-65.0,21.0,15.0,-12.0,-0.0,-26.0,-2.0,98.0,35.0,49.0,40.0,-6.0,-3.0,-20.0,14.0,3.0,1.0,1.0,-0.0,-0.0,0.0,-1.0,-0.0,37.0,-1.0,-1.0,-2.0,5.0,-8.0,1.0,-3.0,-14.0,-0.0,-10.0,-0.0,-0.0,-0.0,-1.0,0.0,-8.0,-3.0,-5.0,-0.0,-10.0,1.0,-3.0,-159.0,92.0,-6.0,-1.0,-1.0,-12.0,-1.0,-0.0,-1.0,2.0
0.0,-0.0,-0.0,0.0,-7.0,37.0,7.0,-34.0,19.0,83.0,-16.0,83.0,13.0,18.0,8.0,0.0,-1.0,-15.0,-4.0,44.0,9.0,2.0,4.0,61.0,-4.0,-17.0,-20.0,98.0,4.0,-0.0,4.0,-39.0,0.0,-2.0,-69.0,-21.0,-5.0,-8.0,-4.0,-27.0,-2.0,-5.0,-17.0,-0.0,-0.0,-6.0,-5.0,-0.0,-0.0,0.0,-1.0,-2.0,17.0,-1.0,10.0,14.0,-54.0,5.0,98.0,-9.0,22.0,7.0,14.0,-7.0,1.0,-0.0,-12.0,-3.0,57.0,10.0,1.0,5.0,34.0,-0.0,-19.0,-26.0,143.0,3.0,-1.0,-6.0,3.0,0.0,-3.0,-39.0
0.0,-0.0,-0.0,-7.0,0.0,8.0,2.0,12.0,0.0,-12.0,12.0,-15.0,4.0,13.0,12.0,-0.0,-2.0,5.0,2.0,-1.0,-4.0,-0.0,-1.0,-4.0,0.0,-4.0,-3.0,-25.0,11.0,-1.0,1.0,40.0,0.0,9.0,22.0,13.0,-2.0,6.0,5.0,43.0,4.0,1.0,-5.0,-0.0,0.0,0.0,3.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,3.0,3.0,-4.0,19.0,0.0,-15.0,3.0,-5.0,3.0,4.0,3.0,-0.0,-0.0,3.0,3.0,-8.0,-5.0,-0.0,-0.0,-2.0,-0.0,-2.0,-3.0,-8.0,5.0,-0.0,1.0,4.0,-0.0,0.0,4.0
0.0,-0.0,-2.0,37.0,8.0,0.0,-87.0,402.0,-4.0,731.0,11.0,103.0,8.0,154.0,76.0,-2.0,-7.0,-9.0,-8.0,32.0,13.0,-1.0,15.0,-22.0,-2.0,-13.0,-13.0,88.0,13.0,-1.0,-3.0,147.0,0.0,-3.0,-401.0,-20.0,-2.0,-9.0,-5.0,106.0,5.0,-3.0,-5.0,-2.0,-0.0,-0.0,5.0,0.0,-1.0,-0.0,-0.0,-0.0,1.0,2.0,21.0,-4.0,69.0,-9.0,84.0,-4.0,49.0,-6.0,7.0,20.0,1.0,-0.0,-10.0,-5.0,27.0,10.0,-0.0,2.0,-13.0,-0.0,-9.0,-6.0,62.0,8.0,-2.0,-2.0,2.0,0.0,-0.0,-89.0
62.0,-0.0,105.0,7.0,2.0,-87.0,0.0,423.0,2.0,-1759.0,26.0,-34.0,16.0,646.0,18.0,-0.0,23.0,43.0,3.0,8.0,-310.0,-1.0,-317.0,36.0,0.0,122.0,19.0,923.0,-324.0,-1194.0,2.0,-51.0,-3.0,-28.0,-153.0,31.0,-5.0,53.0,5.0,23.0,1.0,-2.0,-14.0,-0.0,0.0,1.0,0.0,-1.0,0.0,-0.0,-0.0,1.0,0.0,-1.0,-0.0,2.0,-8.0,0.0,-13.0,-2.0,-5.0,4.0,7.0,5.0,-0.0,-0.0,1.0,-0.0,7.0,-2.0,0.0,-0.0,2.0,1.0,-5.0,5.0,-16.0,-0.0,-0.0,9.0,-0.0,-0.0,-1.0,8.0
85.0,-0.0,24.0,-34.0,12.0,402.0,423.0,0.0,-10.0,1230.0,19.0,205.0,19.0,2041.0,34.0,-1.0,91.0,51.0,42.0,57.0,83.0,-2.0,312.0,-51.0,-0.0,242.0,-34.0,298.0,-177.0,97.0,-2.0,250.0,7.0,117.0,-522.0,-18.0,-12.0,-41.0,1.0,71.0,3.0,7.0,-8.0,-2.0,-1.0,2.0,-4.0,0.0,-1.0,-0.0,-0.0,-0.0,-8.0,0.0,15.0,7.0,62.0,-8.0,-107.0,2.0,-50.0,-4.0,12.0,21.0,-0.0,0.0,9.0,5.0,-36.0,-8.0,-0.0,-1.0,-24.0,-0.0,-12.0,-25.0,74.0,4.0,0.0,-5.0,-2.0,0.0,1.0,83.0
0.0,-0.0,0.0,19.0,0.0,-4.0,2.0,-10.0,0.0,-14.0,5.0,39.0,8.0,7.0,1.0,-4.0,-0.0,1.0,-1.0,54.0,-8.0,9.0,-4.0,104.0,3.0,11.0,18.0,-100.0,1.0,-0.0,1.0,7.0,-0.0,-0.0,21.0,4.0,2.0,-3.0,-0.0,10.0,0.0,5.0,4.0,1.0,-0.0,-0.0,0.0,1.0,0.0,-0.0,1.0,0.0,4.0,0.0,-5.0,4.0,-26.0,17.0,-37.0,-0.0,28.0,7.0,-2.0,2.0,-1.0,-0.0,-3.0,-1.0,13.0,-24.0,3.0,-9.0,77.0,0.0,-10.0,30.0,-93.0,-0.0,-1.0,3.0,0.0,-0.0,-2.0,26.0
20.0,-2.0,-27.0,83.0,-12.0,731.0,-1759.0,1230.0,-14.0,0.0,-85.0,401.0,-54.0,945.0,-36.0,3.0,-64.0,-85.0,-40.0,238.0,71.0,-5.0,264.0,-88.0,-6.0,-214.0,-67.0,500.0,187.0,-77.0,-6.0,-172.0,7.0,-64.0,-731.0,-76.0,-28.0,-83.0,-22.0,-125.0,-6.0,-13.0,-23.0,-5.0,-0.0,-4.0,-8.0,-1.0,-2.0,0.0,-2.0,-0.0,31.0,-3.0,39.0,-28.0,115.0,-16.0,363.0,-15.0,70.0,-21.0,16.0,-19.0,1.0,-0.0,-17.0,-17.0,87.0,27.0,-1.0,8.0,-37.0,-4.0,-48.0,-69.0,294.0,8.0,-2.0,-18.0,1.0,0.0,10.0,-149.0
